book	id	star	time	likenum	body
陪安东尼度过漫长岁月	dollygirlx	allstar50	2008-07-16	0	无论从哪一页都可以读
陪安东尼度过漫长岁月	littlecityfish	allstar50	2010-04-05	0	以后我就走这路线了
陪安东尼度过漫长岁月	45448846	allstar30	2017-04-19	0	#萝莉时代# 我真的不记得这本书写什么了 不过当年留学党还长得挺帅的还挺少的 好像挺想知道他们都过着怎样的生活 还因此染上了直到前两年才改掉的（此刻复发一下的）用空格代替逗号的毛病|||
陪安东尼度过漫长岁月	toreishi	allstar50	2010-04-12	0	在你快出新书的时候 才开始读你的第一本书 在又一次读的时候被治愈了
陪安东尼度过漫长岁月	michaeldouble	allstar30	2015-02-10	2	这个年龄真心无法觉得这书有什么好看的
陪安东尼度过漫长岁月	SleEp1nG	allstar50	2009-02-08	0	满分
陪安东尼度过漫长岁月	luv_ljpp	allstar40	2011-01-13	0	虽然还是会对某些情节瘪瘪嘴，但是无奈晚上读还是很适合的
陪安东尼度过漫长岁月	babydog	allstar20	2010-03-05	1	我老了。下本书要不是郭敬明写序 我就送给你！“那个时候我还是一个刚刚走红的美少年”。我草，怎么看安东尼也比郭敬明好了。
陪安东尼度过漫长岁月	ECHO789326	none	2012-03-22	0	另外一本还不错，这本简直就是再看一个人的BLOG，实在看不下去。- -，
陪安东尼度过漫长岁月	Dling-YYY	allstar40	2008-06-23	0	喜欢。封面很可爱
陪安东尼度过漫长岁月	elllllllsa	allstar50	2011-02-23	0	是个温暖的小厨师呢～
陪安东尼度过漫长岁月	Gavin_	allstar50	2009-10-05	0	发现 在大连旅行的过程中 不知道把它遗忘在那里 遗憾之后居然一丝窃喜 如果他回来时 刚好捡到 那太幸运了XD 第一次 发现一个人可以和自己是有如此多的共同点 呐 Dear Anthony 一起继续我们的漫长岁月
陪安东尼度过漫长岁月	word.less	allstar50	2009-08-24	0	亲爱的不二 以及 安东尼
陪安东尼度过漫长岁月	4421442	allstar30	2014-07-16	1	矫情。不过也有温暖有趣的部分。
陪安东尼度过漫长岁月	5592925	allstar50	2011-03-03	0	这本 和 橙 交叉阅读。这本文字的质量 真的 比较好。橙的包装 比 这本好
陪安东尼度过漫长岁月	39059477	allstar40	2012-03-29	1	我只是惊异于一个人把自己的日记公开也能赚钱。哈哈，我知道那是因为他日记里没有写别人的坏话，要是我公开自己的日记，无异于找死。。。但我不得不承认，我喜欢安东尼的人胜于他的书。
陪安东尼度过漫长岁月	twinsty	allstar40	2010-10-30	0	敢不敢不是146少女旗下的 任何！
陪安东尼度过漫长岁月	colasea0705	allstar30	2010-03-14	0	只不过是众多青春小说中稍纯的一本罢了
陪安东尼度过漫长岁月	58445339	allstar40	2015-11-12	0	莫名其妙的孤独感
陪安东尼度过漫长岁月	starburst	allstar50	2009-12-11	0	可爱的留学生
陪安东尼度过漫长岁月	jinxiaoli	allstar10	2013-04-17	2	艹别标点都没有#文艺青年必备装逼读物#
陪安东尼度过漫长岁月	Eden33	none	2009-05-27	0	不二是只白色的兔子···
陪安东尼度过漫长岁月	dawdle	allstar50	2008-09-01	0	我愿意相信你。
陪安东尼度过漫长岁月	shadowgraph	allstar50	2008-08-16	0	看了很有感触的一本书
陪安东尼度过漫长岁月	zangtianfly	allstar40	2011-01-13	0	有很多小王子的影子
陪安东尼度过漫长岁月	tttttgarden	allstar10	2011-01-06	2	被封皮给骗了！！！！！！
陪安东尼度过漫长岁月	mydreampark	allstar50	2010-12-15	0	适合这个冰冷的季节ps：同不喜欢用标点
陪安东尼度过漫长岁月	Calico	allstar50	2010-01-12	0	这小书让我觉得下午的阳光和盖饭很美好
陪安东尼度过漫长岁月	moxiaoduo	allstar50	2009-01-25	0	不二。安东尼。
陪安东尼度过漫长岁月	xiaozongzied	allstar50	2011-10-06	1	上次去帝都见白与我说过她还蛮喜欢安东尼的，于是今天逛书店我就把它看完了，哈哈好萌的文字啊，看到他写他梦见过小王子最后和彼得潘永远在一起了……然后我在另个书架上看到一本名为小王子X彼得潘的合体书，哦好应景……
陪安东尼度过漫长岁月	solance	none	2011-07-09	0	插图可爱。
陪安东尼度过漫长岁月	honeyhh	allstar30	2010-04-24	1	我喜欢的是那些插图
陪安东尼度过漫长岁月	Rocky_neverland	allstar50	2010-05-16	0	该作者说是厕所最佳读物 - -
陪安东尼度过漫长岁月	raven_w	allstar30	2011-01-28	1	读了这个之后，大家写东西都不用标点了==
陪安东尼度过漫长岁月	1643427	none	2015-10-15	0	竟然要拍电影啦，有些书只能年轻不谙世事的时候看，错过了就错过了。
陪安东尼度过漫长岁月	myonlysummer	allstar40	2008-09-14	0	我比较喜欢火相星座男。
陪安东尼度过漫长岁月	amoyahoo	allstar30	2011-01-18	3	不是我的菜，比起《这些都是你给我的爱》多了一些不必要的矫情，还有……做作
陪安东尼度过漫长岁月	Tanping	allstar50	2011-06-18	1	生活
陪安东尼度过漫长岁月	sakurabunny	allstar40	2010-04-17	0	不二嫁給我吧> <
陪安东尼度过漫长岁月	her_mossy11	allstar30	2009-02-20	1	郭某騙來的除笛安七堇年外的又一個可看的人。
陪安东尼度过漫长岁月	MIngh	none	2010-11-06	0	我现在在读 橙二了。
陪安东尼度过漫长岁月	maqiting	allstar50	2008-06-10	0	......
陪安东尼度过漫长岁月	laylayan.926	none	2008-12-28	0	目前为止最喜欢的书
陪安东尼度过漫长岁月	babyjoanne	allstar50	2010-06-13	0	最爱。
陪安东尼度过漫长岁月	xiaowen_s	allstar30	2009-05-27	1	看完以后仍然很喜欢安东尼 以至于自己写东西都不自觉的采用了他的文本方式
陪安东尼度过漫长岁月	jiaochen	allstar50	2011-03-21	0	Hey，安东尼。第一次遇见你是2007年，哗的一下，喜欢你五年了。
陪安东尼度过漫长岁月	doustar	allstar50	2009-04-02	0	|1806:1203|
陪安东尼度过漫长岁月	hydelin	allstar40	2009-08-25	0	果然留学的生活不是那么甜蜜的，很苦涩
陪安东尼度过漫长岁月	ashinstancy	allstar30	2010-06-10	0	...我不喜歡..
陪安东尼度过漫长岁月	jiuge9	allstar50	2010-05-29	0	我想说 有你陪我走过这段日子 我很高兴
陪安东尼度过漫长岁月	6887494	allstar40	2012-03-03	0	可爱
陪安东尼度过漫长岁月	anmosheng	allstar40	2011-07-19	0	很清新，很文艺，很喜欢
陪安东尼度过漫长岁月	hidedull	allstar20	2009-11-04	1	用拒人千里之外的冷酷来掩饰自己试图与人亲近的热血沸腾。
陪安东尼度过漫长岁月	pengruquan	allstar50	2008-12-01	0	假如  安东尼写字的时候  加上标点  多么费劲的一件事情啊
陪安东尼度过漫长岁月	April410	allstar50	2009-08-22	0	绝对的温暖小书。
陪安东尼度过漫长岁月	river712	allstar40	2008-11-28	0	其实写的很无聊 我也不知道怎么就喜欢了
陪安东尼度过漫长岁月	50617349	allstar10	2013-04-15	3	垃圾。这他妈也叫书？办公室里还有人读，读一会儿就放下来跟我们讲青春往事，仿佛这本书里的某个字刺中了她的那个穴位。#傻逼写傻逼读#
陪安东尼度过漫长岁月	vickining	allstar30	2010-12-21	1	不能在读安东尼了，再读就要变小清新了……
陪安东尼度过漫长岁月	aaaliang	allstar30	2010-02-08	1	这种毫无文笔的人到底为什么能红的一塌糊涂啦
陪安东尼度过漫长岁月	firmamental	allstar50	2010-07-10	0	好小伙
陪安东尼度过漫长岁月	JaneMelon	allstar50	2011-12-10	1	琐碎静好
陪安东尼度过漫长岁月	xiaotao77	allstar30	2008-09-11	0	很干净的一个男生写一杯很干净的书。对于这些80后的人可能要求高了些。
陪安东尼度过漫长岁月	sarahlasia	allstar40	2008-07-26	0	...无敌的小资情调
陪安东尼度过漫长岁月	greenforest	allstar30	2010-03-07	0	高中在同学手上看了。前天等车的时候买的。又是想打三星半的东西。因为，也是这种，你看也可以不看也知道的故事。最后打四星的理由是，有一个很好的女朋友说这个人很像遥远的FT。。
陪安东尼度过漫长岁月	aruki	none	2010-12-10	0	就像在看一个朋友的日志，慢慢的，毫不费力的就读下来。嗯，可是开始看第二本《橙》的时候就有点审美疲劳了。。。
陪安东尼度过漫长岁月	smartworm	allstar10	2008-04-10	1	烂
陪安东尼度过漫长岁月	ringo-s	allstar50	2008-05-07	0	他笔下的大连有我在寻找的东西
陪安东尼度过漫长岁月	pingdiwugua	allstar50	2009-04-06	0	安东尼的意识流
陪安东尼度过漫长岁月	doansen	allstar40	2008-07-04	0	生活里的小细节。
陪安东尼度过漫长岁月	cathy0118	none	2008-06-04	0	巨好看！
陪安东尼度过漫长岁月	XISHAN	allstar40	2008-05-25	0	陪安东尼度过漫长岁月
陪安东尼度过漫长岁月	dearmydear	allstar50	2008-08-09	0	第一本 被老师没收了 第二本 借给朋友 又被他们老师没收了 今天买了第三本 我确信 这回不会再被没收啦！
陪安东尼度过漫长岁月	1351879	allstar40	2008-06-28	0	基本没有标点符号的小散文
陪安东尼度过漫长岁月	songshusoso	allstar30	2008-05-16	0	里面有那么多温暖的字，看完给朋友写了一封长长的信~
陪安东尼度过漫长岁月	suki241284	allstar40	2008-04-19	0	越读越觉得有味道。真挚
陪安东尼度过漫长岁月	mino	allstar30	2008-05-18	1	挺小资的一小资……或者说文青。其实就是说话不用标点符号，我他妈的也会！
陪安东尼度过漫长岁月	maggie1985	allstar50	2008-05-12	0	原来，年少的我们都曾经那样青涩。而渐渐成熟的我们，心里还能否依然保持那份童真！
陪安东尼度过漫长岁月	evonnegotoitaly	allstar40	2008-07-15	0	看来轻松愉快
陪安东尼度过漫长岁月	Hoary	allstar40	2008-05-31	0	哈哈哈 让我想起一只狗狗
陪安东尼度过漫长岁月	miktvxq	allstar50	2008-11-19	0	安东仔 带来的温暖。
陪安东尼度过漫长岁月	azhe568	none	2008-05-18	0	那是属于你的秘密
陪安东尼度过漫长岁月	caludian	allstar50	2008-06-07	0	我也想要这样写下生活
陪安东尼度过漫长岁月	Erin-Qi	allstar40	2008-05-18	0	安静得透明。
陪安东尼度过漫长岁月	maoyan	allstar50	2008-04-20	0	你是 最好的 安东尼
陪安东尼度过漫长岁月	cjdhuhu	allstar30	2008-04-15	0	感觉没有写完,感觉他还幼稚.- -||
陪安东尼度过漫长岁月	susanQ	allstar50	2008-04-09	0	感觉很亲切
陪安东尼度过漫长岁月	sichao	allstar50	2008-03-24	0	很好。喜欢
陪安东尼度过漫长岁月	bobomio	allstar50	2008-04-26	0	陪安东尼过日子~XD
陪安东尼度过漫长岁月	Anloze	allstar40	2009-01-30	0	就是在看一个男生的生活感想。
陪安东尼度过漫长岁月	youmai	allstar10	2008-04-22	0	我只爱封面。
陪安东尼度过漫长岁月	zhangnw	none	2008-04-20	0	ANN终于帮我订到了。。。ANN万岁！
陪安东尼度过漫长岁月	mynameisl	allstar40	2008-04-09	0	喜欢这样子。。
陪安东尼度过漫长岁月	yanyan310	allstar50	2008-10-07	0	大爱的枕边书
陪安东尼度过漫长岁月	vanillier	allstar50	2010-04-06	0	很爱
陪安东尼度过漫长岁月	suzui	allstar30	2008-04-30	0	那个带用黑色棉线缠着眼镜框的女孩的故事，非常难忘
陪安东尼度过漫长岁月	albee_L	none	2008-04-01	0	他有一只很深邃的兔子 他是从345543号星球背着降落伞降落在澳洲的小王子
陪安东尼度过漫长岁月	Daisy_k	allstar50	2008-04-05	0	微小的事情。微小的感动。
陪安东尼度过漫长岁月	yanji479	none	2008-03-28	0	05年一去不复返的老“时光”和那些青涩的少年。
陪安东尼度过漫长岁月	elegie	allstar50	2008-04-07	0	没有读他的字。打了五星只是因为，那些美丽的画温暖并感动了我的心。
陪安东尼度过漫长岁月	Chrisqi	allstar50	2008-05-31	0	太喜欢这本书了。
陪安东尼度过漫长岁月	purple4747	allstar50	2008-06-21	0	很好笑呢~还有很可爱的兔子~啦啦啦~
陪安东尼度过漫长岁月	michimichi	allstar50	2008-10-30	0	Anthony怎么很喜欢哭啊- -
陪安东尼度过漫长岁月	may_sword	allstar40	2009-01-17	0	嘿 我要走了
陪安东尼度过漫长岁月	dabaibai	none	2008-12-02	0	买了几个月却没看完。
陪安东尼度过漫长岁月	some_Ji	allstar50	2008-08-21	0	应该说 就是 很简单的 文字呐
陪安东尼度过漫长岁月	icy_	allstar50	2008-04-27	0	喜欢自行断句。
陪安东尼度过漫长岁月	tsm	allstar30	2010-05-10	0	3.5 “千山万水沿路风景有多美，也比不上在你身边徘徊”
陪安东尼度过漫长岁月	lee_sslazy2006	allstar50	2010-05-02	0	人到了一定年龄就会想到一个阶段的事情，想的明白不明白也是个事情，
陪安东尼度过漫长岁月	echojules	allstar40	2011-11-15	0	03：03这样的时间读完好像是自己零散的梦和零散梦呓 躺在床上被一大朵云彩盖住 软软的 然后瞌睡就来了 不二是只兔子 jules是只熊 你喜欢机器猫 我喜欢小丸子 晚安
陪安东尼度过漫长岁月	2397617	allstar50	2009-02-23	0	真的很不错。片段、或者自言自语。也是自己曾经有过的片段。
陪安东尼度过漫长岁月	xiaojinms	allstar50	2009-10-05	0	他是美少年。
陪安东尼度过漫长岁月	buluangao	none	2016-01-05	0	我高中时不好好学习到底在干什么？
陪安东尼度过漫长岁月	44225857	allstar40	2012-12-18	0	记得里面有写到他在某年某月某天正在做着什么事，我恰好也记得那天的自己在做些什么。彼时我俩是分处不同城市，毫无关系的两个人。而缘分就是这么奇妙，只要我们不是平行线，不论相隔多远，总有相交的那一天
陪安东尼度过漫长岁月	xixizhang	allstar30	2015-09-01	0	因为电影开拍了才想起这本书，青春时节即使孤单也有人陪伴的感觉真好。
陪安东尼度过漫长岁月	48030638	allstar20	2015-10-15	0	这踏马怎么打到8.4的
陪安东尼度过漫长岁月	yangxiaowen0707	none	2015-09-01	0	真的是年纪大了 这种书完全看不下去了
陪安东尼度过漫长岁月	xu.liang	allstar30	2016-01-03	0	26岁这年读的，已经想不起来18那年读的感受
陪安东尼度过漫长岁月	vigor888	allstar10	2015-11-24	0	即使你跟我一样码字用空格不爱加标点也不能让我少黑你一点
陪安东尼度过漫长岁月	Aisa	allstar20	2016-04-09	0	年度第二差评的书，弃。
陪安东尼度过漫长岁月	57691329	allstar30	2015-10-13	0	未成年的时候看过
陪安东尼度过漫长岁月	chu1chu	allstar10	2015-11-30	0	矫情的令人尴尬
陪安东尼度过漫长岁月	1342961	allstar30	2015-12-04	0	都是些无病呻吟，估计年轻十岁我会很爱看
陪安东尼度过漫长岁月	terren	allstar40	2015-11-19	0	年纪大了 现在看这种文艺气息浓厚的书 觉得慢 淡且荒废时间 也许再早几年会这种懒散且自言自语 没看电影先看书
陪安东尼度过漫长岁月	linyangkaka	none	2015-10-30	0	什么玩意儿？
陪安东尼度过漫长岁月	76418586	allstar40	2015-02-13	0	当年读的时候还是蛮有趣的，暖心的感觉。
陪安东尼度过漫长岁月	wednesday.coffe	allstar30	2015-01-04	0	在这个世界上 有很多事是不需要理由的 比如 天空的颜色 风的温度 你的笑容 比如 一眼万年 恍若隔世 物是人非 这样的成语 比如 你爱上了一个人 有个人爱上了你
陪安东尼度过漫长岁月	2444167	allstar40	2013-10-15	0	嫩了点
陪安东尼度过漫长岁月	bcfeifei	allstar30	2015-07-09	0	完整的一本流水账
陪安东尼度过漫长岁月	2040283	none	2013-11-16	0	这种书已然不适合我了。。
陪安东尼度过漫长岁月	xyws	allstar30	2015-04-14	0	人生是没有什么非要做不可以的 也没有什么不可以放弃的
陪安东尼度过漫长岁月	momo60	allstar50	2013-07-13	0	曾经很喜欢的一本绘本 可是现在我都想不起来它在我房间的哪个角落里了
陪安东尼度过漫长岁月	52758353	allstar30	2013-07-16	0	安东尼无厘头的随笔记录着貌似精彩的生活，倒是很有趣。倒是安东尼师父的那句话“所谓人生，便是取决于遇见谁”最打动我，也许，没有天注定，遇见谁就进入了不同的分支，生活好坏全凭自己把握。
陪安东尼度过漫长岁月	vacutue	allstar40	2013-09-09	0	天真烂漫幼稚。好笑温暖动人。
陪安东尼度过漫长岁月	49147152	allstar40	2014-01-17	0	嗯，蹲在椅子上敲字是件快乐的事。
陪安东尼度过漫长岁月	narcissus.echo	allstar10	2013-11-06	1	钱是有多好赚！写的这尼玛的烂！那么高的评分是雇人刷上去的么？？？
陪安东尼度过漫长岁月	easyflight	allstar10	2014-04-08	1	我觉得我真是闲的丧心病狂的，居然想要把安东尼的书一本一本的一星过来。他真的不值得我这么做啊！！！！！
陪安东尼度过漫长岁月	66900616	allstar20	2014-11-29	1	就当是啃完正经书的饭后茶点吧
陪安东尼度过漫长岁月	windieying	allstar10	2013-06-30	1	居然买了这本书我绝对不正常
陪安东尼度过漫长岁月	onelifeonelove	allstar40	2014-06-19	0	在回巴黎的飞机上用了不到1个小时翻完，它不是一本让人震撼到百感交集的书，却细腻得像宫崎骏动画，说不上那个情节就特别触动，好像有只温柔的手安抚过那些不曾被提起的共鸣。这感觉就像是冬日炖菜时咕嘟咕嘟的气泡，也像是炎夏从冰箱拿出冰棒时冒着的白霜。太多微小的情节都被照顾到，难怪很多人为他痴迷。
陪安东尼度过漫长岁月	4088852	allstar50	2015-08-27	0	用简单的文字句子让你想不停的去了解他的生活
陪安东尼度过漫长岁月	5594345	none	2014-06-15	1	完全看不下去。。
陪安东尼度过漫长岁月	salome0831	none	2015-01-05	0	不是盖好像有点不信
陪安东尼度过漫长岁月	vivieh	allstar50	2013-08-20	0	有点神奇。
陪安东尼度过漫长岁月	15923965	allstar30	2014-01-15	0	随便读读小日记 比我的文艺多了当然也能给别人看咯
陪安东尼度过漫长岁月	47863342	allstar40	2013-06-16	0	干净简单的文字  跟一个豆友带给我的感觉很像
陪安东尼度过漫长岁月	46109221	none	2013-01-20	0	温柔细腻的文字，很难想象出自一个男孩的手。
陪安东尼度过漫长岁月	artmisia	allstar50	2013-04-18	0	其实我不怎么喜欢这种太纤细的奇怪的自言自语的话唠娘炮少年……但是可想而知这种类型的作者郭敬明一定可喜欢可喜欢了……但是我喜欢他的这几本书，矫情不矫情另说，有些话戳到了就是戳到了，旁人觉得矫情的那一点东西你觉得他写到了，就很开心了。
陪安东尼度过漫长岁月	poorLSL	allstar40	2013-03-27	0	吃块清新的汉堡
陪安东尼度过漫长岁月	bluefall	allstar30	2013-02-26	0	晤，十年前的我，或许会很喜欢
陪安东尼度过漫长岁月	wait2000	allstar10	2013-06-05	0	娘炮。
陪安东尼度过漫长岁月	Jsan	allstar20	2013-05-12	0	更像是童话。也许国外国内差异的缘故吧。我更想触摸有关生活磨难以及选择的故事，太美的东西也放在心里就好。
陪安东尼度过漫长岁月	50932036	allstar50	2012-12-25	0	1。2008年03月。
陪安东尼度过漫长岁月	Lulu-chips	allstar30	2013-04-12	1	我还是看不惯郭敬明那一帮写手写出来的书。就算是正能量也是可以自己给 而不是需要别人给的。中华名族几千年来的标点符号，也不是到你这没有还值得传颂的。
陪安东尼度过漫长岁月	baichibird	none	2012-12-25	0	我感觉很一般，不过我很嫉妒这个作者两个国家来回跑的华丽生活
陪安东尼度过漫长岁月	satanprince	allstar50	2013-02-10	0	最温暖的流水账
陪安东尼度过漫长岁月	xuerenqianfeng	allstar30	2013-01-22	0	2013.1.21 23:57 阅毕
陪安东尼度过漫长岁月	piaodeijiu	allstar20	2013-04-14	1	特傻逼的自己去买了上 凑成了一套。。。。。。
陪安东尼度过漫长岁月	1360943	none	2013-05-10	0	我总是容易联想到 那个亲爱的的小王子和它豢养的小狐狸
陪安东尼度过漫长岁月	li_shaonian	allstar20	2013-06-04	0	随便翻翻
陪安东尼度过漫长岁月	howlongisyoyo	allstar50	2013-03-13	0	哎呀我的妈呀 你知道我哭成什么样了 愚蠢的高一年华啊
陪安东尼度过漫长岁月	mitusheng	allstar30	2013-03-20	0	不过是些杂乱的自言自语。
陪安东尼度过漫长岁月	mozixi	allstar20	2013-01-09	0	你看。要是不喜欢。他就什么都不是。
陪安东尼度过漫长岁月	chenwen031901	allstar20	2012-10-16	0	这是神马跟神马
陪安东尼度过漫长岁月	3723627	allstar50	2012-08-18	0	以前的一切都是简单的美好。
陪安东尼度过漫长岁月	47787902	allstar30	2012-11-25	0	闲时看看，能捡到几句温暖
陪安东尼度过漫长岁月	yaner189	allstar40	2012-12-09	0	是不是一个人一辈子只能哭1000次 所以有些人即使亲人离开 爱人分手 心被揉捏得粉碎 神情恍惚 也都没有一滴泪水 想哭的时候却又哭不出来 每每如此
陪安东尼度过漫长岁月	53743139	allstar50	2012-10-26	0	初见安东尼，很可爱的男生。
陪安东尼度过漫长岁月	Binnocent	allstar40	2012-10-02	0	在“和女老师看小提琴演奏会被口水呛得噗噗”与“拿线控耳机夹自己小内内”笑出声了 在办公室里...
陪安东尼度过漫长岁月	monoecy	allstar30	2013-02-17	0	這旅途不曲折 一轉眼就到了......
陪安东尼度过漫长岁月	mazalu	none	2012-10-06	0	飞机上看完 我很喜欢安东尼
陪安东尼度过漫长岁月	60854680	none	2012-08-13	0	大连~
陪安东尼度过漫长岁月	jeansgarden	allstar30	2012-12-04	0	看过小王子，不一定代表就能写出美丽的童话……更何况连标点符号都没有。自己已经年纪上去了，不适合看那些青春懵懂的片言片语……另外一本，先搁着吧……
陪安东尼度过漫长岁月	aliceray	allstar40	2012-10-15	0	安东尼的文字简单真挚却能直接打中心脏
陪安东尼度过漫长岁月	58252595	allstar40	2012-09-20	0	短短的 却很温暖..就是碎语太多啦。
陪安东尼度过漫长岁月	su_nian_jinshi	allstar40	2012-09-16	0	那个温暖寂寞的大男孩，用他最真实的闲言絮语让我们看到了那些漫长岁月中的点滴生活，是那么平实又那么深刻。
陪安东尼度过漫长岁月	57882089	allstar40	2012-12-07	0	你在孤独的时刻还有我们陪你。
陪安东尼度过漫长岁月	summercui	allstar50	2012-11-04	0	很喜欢安东尼的写作风格 简单随意又不失温暖真实~
陪安东尼度过漫长岁月	58708776	allstar40	2012-09-06	0	深鸣是我在欧洲打工也是一分钟一人民币，总是想象哐啷一声掉进钱罐子的感觉，干活倍有劲。回国一家摄影工作室找我当模特，说保证一天赚八十块，说的好像很多似的。。那种挣钱的感觉瞬间就斯巴达了。
陪安东尼度过漫长岁月	abgreen	allstar30	2012-08-14	0	无感 ..
陪安东尼度过漫长岁月	daisylikeu	allstar40	2012-12-16	0	安东尼赶脚好存洁好小清新- - 他不是钙么 太钙了 但是是个讨人洗翻的钙 哈哈哈哈哈哈哈哈哈哈哈我好怂
陪安东尼度过漫长岁月	missling	none	2012-09-02	0	生活 是一场又一场 美好事物的 追逐。
陪安东尼度过漫长岁月	53009579	allstar30	2012-10-29	0	我别的不记得了 就记得这哥们写东西和我一样不喜欢用标点。
陪安东尼度过漫长岁月	yiyeli	allstar40	2012-06-19	0	比2要清新多了
陪安东尼度过漫长岁月	2328199	allstar40	2012-07-11	0	零散片段、自言自语
陪安东尼度过漫长岁月	fairylrabbit	allstar40	2012-08-16	0	能和你现在牵着手的那个人，你们相遇的概论简直是近乎奇迹
陪安东尼度过漫长岁月	GreenArlene	allstar40	2012-08-06	0	书，不急也不忘，花了比平时更多的时间，悠哉地看完了。我在想，在我年老心脏即将僵硬的时候，是要以怎么样的心情，怀念时光洪流中近似矫情却而柔软的部分。
陪安东尼度过漫长岁月	ren_ran	allstar40	2012-07-31	0	喜欢画儿~
陪安东尼度过漫长岁月	56944260	none	2012-05-28	0	在GJM那堆人里面 写的还不算太装
陪安东尼度过漫长岁月	tianhuaban	none	2012-07-08	0	看了几页   放弃了  看着不矫情！！
陪安东尼度过漫长岁月	60019271	allstar50	2012-06-18	0	有点小小王子的feel。
陪安东尼度过漫长岁月	4661286	none	2012-05-27	0	温暖
陪安东尼度过漫长岁月	wangr	allstar20	2012-08-12	0	乱遭的
陪安东尼度过漫长岁月	oneoneeveryone	allstar40	2012-07-07	0	安东尼的第一本书 其治愈程度不言而喻 平凡生活里的小感悟最动人 揣着敏感的心端着细腻的情感去活着吧 像他一样 嗯
陪安东尼度过漫长岁月	Leadsbeauty	allstar20	2012-08-01	0	基本在后悔买这本书。
陪安东尼度过漫长岁月	51086890	allstar50	2012-07-12	0	看完陪2才看的陪1。倒回去看那时候真的还比较幼稚 不过一样温暖
陪安东尼度过漫长岁月	49239587	allstar30	2012-10-26	1	为什么得分这么高？？？
陪安东尼度过漫长岁月	rousalin	allstar20	2012-06-16	0	这样的书翻得很快，像看一个纯洁中学生的日记。以前很喜欢FM101.7晚上十点到十一点的节目，那样一个心底柔软的DJ，她永恒的最后一句 : 晚安，我亲爱的小孩。当时的一地鸡皮疙瘩，现在却想找也无从。冬天的中华路，和阿姐走过的二十分钟长长长长的路，我仍旧记得。只是记得罢了，我知我们在相互厌恶。
陪安东尼度过漫长岁月	coconut1212	allstar30	2012-06-22	0	完全不需要动脑子看的一类书，不喜欢这种形散神也散，散的一塌糊涂的文章。有一个亮点是：确实很真诚。忠实的记录下自己每天的生活、思想、呓语这样的真诚我周围到处都是。
陪安东尼度过漫长岁月	doudou-love	allstar30	2012-10-24	0	……怎么出版的。真心觉得完全不好看。
陪安东尼度过漫长岁月	1604452	allstar40	2012-07-15	1	额..少年还是少写字多画画吧.........
陪安东尼度过漫长岁月	evildevil30	allstar10	2012-07-31	1	既然 这本书 是 最小说 上的 我 就 不客气 的 打 一星 了
陪安东尼度过漫长岁月	48921810	allstar40	2012-06-26	0	也是以入手的书。emm。还是很治愈的。
陪安东尼度过漫长岁月	zhengxuejia	allstar50	2012-02-02	0	我看过最好的，生活随写。比后来出的两本都好。
陪安东尼度过漫长岁月	1529794	allstar30	2012-03-15	0	我一直都记得那段话 不开心的时候就拿出来想想。
陪安东尼度过漫长岁月	zhengyiyi77	allstar30	2012-05-01	0	碎碎念碎碎念。 虽然不喜欢没有标点的叙事方式。但是那些感情都是真实的。小自恋，小寂寞，小快乐，小喜悦。
陪安东尼度过漫长岁月	qiyeya	allstar30	2012-02-17	0	看的电子书～有饱满的感情真好～想看纸质的，有图T^T
陪安东尼度过漫长岁月	suqianxia	allstar40	2012-04-12	0	喜欢一个作家就会慢慢把他所有作品看完 是我的一个 可悲的爱好 安东尼式琐碎到装逼的早期风格让我有些厌倦 偶尔翻一下吧 像在翻我自己的日记 那些我曾经经历过的感觉 被一个人记录下来了 也算安心
陪安东尼度过漫长岁月	tongjinyu	allstar50	2012-05-05	0	这本书开启了一段平静的高三时光，开启了一段永恒的友谊。当我用铅笔轻轻地写下想法的时候，很多事情都改变了。这本书对我的意义远超过它本身
陪安东尼度过漫长岁月	50779124	allstar40	2012-04-18	0	虽然没有什么深刻的见解，虽然一直在写着私密的个人世界，可是还是有很多文字触动心灵。
陪安东尼度过漫长岁月	xiaoyuqiuqiu	allstar10	2012-04-10	0	没看完！！！
陪安东尼度过漫长岁月	luoluodawang	allstar20	2012-03-27	0	太费解这书分能高成这样了
陪安东尼度过漫长岁月	stefanie3nana3	allstar50	2012-05-11	0	爱是梦的开始
陪安东尼度过漫长岁月	jamiesweet	allstar20	2013-04-19	0	小孩子，不成熟，磨难是什么玩意？可能心态变了，浮躁。。看的不耐烦，第二本肯定是不会再去翻它了！
陪安东尼度过漫长岁月	4272528	allstar40	2012-03-02	0	好娘，受不鸟
陪安东尼度过漫长岁月	Apple123	allstar40	2013-09-30	0	所学良多~但有些措辞还是略装 青春期特有吧
陪安东尼度过漫长岁月	xingxing82271	allstar10	2012-03-27	0	极少有完全看不下去的书。。。
陪安东尼度过漫长岁月	Phoebe89	allstar30	2012-04-16	0	文字很无聊，但却很温暖。奇怪。
陪安东尼度过漫长岁月	1349301	allstar30	2012-03-04	0	除去蹩脚的前半部分，后半部分还可以，日记一样。
陪安东尼度过漫长岁月	godblessyou_man	allstar40	2012-03-24	0	嗯
陪安东尼度过漫长岁月	dengchewoman	allstar20	2012-03-08	0	序是一个自称是美少年的超级自恋狂在表述，正文完全就是一个有病态的男人在无病呻吟的自述着。豆瓣的评分很乱，而我果然很浪费钱竟然在京东购买这样的书。
